"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    ,    "Sens_Geo"    ,    "Sens_AoA"    ,    "Sens_Mach"   ,   "Sens_Press"   ,    "Sens_Temp"   
          0,           0,          14,       1.039066081,       -1.17497709,      -1.723143197,      -4.478177909,      0.5907925947,     0.01851748443,      0.4912319767,    1.56305566e-07,    0.001575820238
          0,           0,          15,      0.9699505885,      -1.254707581,      -1.803195204,      -4.550456688,      0.6544223168,     0.01869577606,      0.5042854332,   1.736627136e-07,    0.001618389037
          0,           0,          16,      0.8947739766,      -1.336301973,      -1.878121067,      -4.625832393,      0.6997597195,      0.0188895194,       0.515350442,   2.069034429e-07,    0.001653123739
          0,           0,          17,       0.815305659,      -1.417825701,      -1.954573353,      -4.705820626,      0.7320156542,     0.01908024304,      0.5231602587,   2.396012507e-07,    0.001676380354
          0,           0,          18,       0.736544929,      -1.496270137,      -2.037215194,      -4.784615692,      0.7566073148,     0.01925175742,      0.5275981902,   2.630848218e-07,    0.001688393406
          0,           0,          19,      0.6613038038,      -1.569885869,      -2.120919387,      -4.854986282,      0.7777960696,     0.01939433974,      0.5293685024,   2.753402124e-07,    0.001691950679
          0,           0,          20,      0.5880430308,      -1.639758096,      -2.195741536,      -4.917815227,      0.7980886768,     0.01950565828,      0.5295529152,   2.783045455e-07,    0.001690859674
          0,           0,          21,      0.5144393743,      -1.708323873,      -2.258500519,      -4.980622997,      0.8183195579,     0.01958922569,      0.5292010592,   2.753654767e-07,    0.001688626502
          0,           0,          22,      0.4411896694,      -1.776743344,      -2.316281848,      -5.048219145,      0.8381525897,     0.01965171409,      0.5290580223,   2.697837535e-07,     0.00168762408
          0,           0,          23,      0.3715416308,      -1.844152472,      -2.378120557,      -5.118721534,      0.8567112619,     0.01970034106,      0.5294644538,   2.640028552e-07,    0.001688828835
          0,           0,          24,      0.3076269918,      -1.909261643,      -2.447401448,       -5.18706819,      0.8731164344,      0.0197410564,      0.5304039707,   2.595179917e-07,    0.001692027602
          0,           0,          25,      0.2480398456,      -1.972330393,      -2.520534018,      -5.251218869,      0.8868196455,     0.01977773546,      0.5316373066,   2.569956796e-07,    0.001696292826
          0,           0,          26,      0.1893070257,      -2.035323709,       -2.59058383,      -5.314216657,      0.8977184816,     0.01981220973,      0.5328565206,   2.564667573e-07,    0.001700508485
          0,           0,          27,       0.128770286,      -2.100344836,      -2.654000496,      -5.380210971,      0.9061040725,     0.01984479608,      0.5338083363,   2.575290802e-07,      0.0017037816
          0,           0,          28,     0.06572346137,      -2.168240222,      -2.713873699,      -5.450106863,      0.9125157083,     0.01987498702,      0.5343612992,   2.595474237e-07,    0.001705658736
          0,           0,          29,   0.0006682263811,      -2.238509427,       -2.77540062,      -5.521079942,      0.9175731115,     0.01990205968,       0.534515877,   2.618416265e-07,    0.001706148127
          0,           0,          30,    -0.06588628031,      -2.310174396,      -2.840072552,      -5.589626849,      0.9218364175,     0.01992548272,      0.5343730567,   2.638423563e-07,    0.001705602833
          0,           0,          31,     -0.1339065107,      -2.382609175,      -2.904935051,      -5.655109154,      0.9257191467,     0.01994510132,      0.5340834189,   2.651906444e-07,    0.001704541251
          0,           0,          32,     -0.2033773702,      -2.455576728,      -2.966517118,      -5.719930375,      0.9294580553,     0.01996114361,      0.5337967773,   2.657683793e-07,     0.00170347377
          0,           0,          33,      -0.273551395,      -2.528570128,      -3.024879717,      -5.786336331,      0.9331293028,     0.01997411725,       0.533625727,   2.656654983e-07,    0.001702780229
          0,           0,          34,     -0.3427093353,      -2.600217696,      -3.083033286,      -5.853664718,      0.9366933733,     0.01998466343,      0.5336284287,   2.651055407e-07,    0.001702654704
          0,           0,          35,     -0.4087513572,       -2.66838406,      -3.142996659,      -5.918617852,      0.9400504003,      0.0199934193,      0.5338092637,   2.643580007e-07,    0.001703111174
          0,           0,          36,     -0.4702238482,      -2.730943651,      -3.203562309,      -5.978203628,      0.9430909337,     0.02000091876,      0.5341319218,   2.636627228e-07,    0.001704030088
          0,           0,          37,      -0.526943165,      -2.786635819,      -3.261792286,      -6.032452813,      0.9457326775,      0.0200075422,      0.5345381449,   2.631818619e-07,    0.001705222152
          0,           0,          38,       -0.57977383,      -2.835454977,      -3.316307361,      -6.083913267,      0.9479395212,     0.02001351106,      0.5349661096,   2.629835237e-07,     0.00170648907
          0,           0,          39,     -0.6299915007,      -2.878582044,      -3.368590499,       -6.13492786,      0.9497240318,     0.02001891486,      0.5353643914,   2.630520246e-07,    0.001707668257
          0,           0,          40,     -0.6788724686,      -2.918124548,       -3.42096808,      -6.186013909,      0.9511377468,     0.02002375514,      0.5356997099,   2.633146534e-07,    0.001708656422
          0,           0,          41,     -0.7276220363,      -2.956714786,      -3.474093609,      -6.236494691,      0.9522549582,     0.02002799223,      0.5359586036,   2.636739048e-07,    0.001709413372
          0,           0,          42,     -0.7773604055,      -2.996945925,      -3.526676857,       -6.28612154,      0.9531554347,     0.02003158466,       0.536144473,   2.640362045e-07,    0.001709951338
          0,           0,          43,     -0.8289773889,      -3.040816933,       -3.57735341,      -6.335897123,      0.9539101973,     0.02003451555,      0.5362719966,   2.643316571e-07,    0.001710316616
          0,           0,          44,     -0.8829160943,      -3.089399078,      -3.626564061,      -6.387445194,      0.9545726336,     0.02003680489,      0.5363608792,   2.645229859e-07,    0.001710569799
          0,           0,          45,     -0.9390344779,      -3.142774996,       -3.67646321,      -6.441791628,      0.9551754298,     0.02003850962,      0.5364304384,   2.646047594e-07,    0.001710769188
          0,           0,          46,     -0.9966236599,      -3.200165505,      -3.729194105,      -6.498675946,      0.9557324061,     0.02003971529,      0.5364959029,   2.645958081e-07,     0.00171095984
          0,           0,          47,      -1.054569589,      -3.260135547,      -3.785389849,      -6.556746227,      0.9562435306,     0.02004052331,        0.53656667,   2.645283977e-07,    0.001711168777
          0,           0,          48,       -1.11159984,       -3.32080974,      -3.843949339,      -6.614317997,      0.9567011879,     0.02004103761,      0.5366462872,   2.644374446e-07,    0.001711405393
          0,           0,          49,      -1.166552802,      -3.380094246,      -3.902907971,      -6.670089336,      0.9570960405,     0.02004135329,      0.5367336326,   2.643521511e-07,    0.001711665366
          0,           0,          50,      -1.218616026,      -3.435974725,       -3.96062414,      -6.723330821,      0.9574213817,     0.02004154898,      0.5368246809,   2.642912582e-07,    0.001711936127
          0,           0,          51,      -1.267487442,      -3.486962273,      -4.016378986,      -6.773621348,      0.9576755049,     0.02004168314,      0.5369143088,   2.642619825e-07,    0.001712202291
          0,           0,          52,      -1.313419965,      -3.532597691,      -4.070054809,      -6.820656886,      0.9578621787,     0.02004179421,      0.5369977541,   2.642618506e-07,    0.001712449906
          0,           0,          53,      -1.357134261,       -3.57370794,      -4.121496445,      -6.864464066,      0.9579896891,     0.02004190347,      0.5370715371,   2.642821987e-07,    0.001712669038
          0,           0,          54,      -1.399629331,      -3.612161908,      -4.170380319,      -6.905761473,      0.9580690836,     0.02004201943,       0.537133825,    2.64312057e-07,    0.001712854681
          0,           0,          55,       -1.44195787,      -3.650243321,      -4.216708142,      -6.945974346,      0.9581122329,     0.02004214278,      0.5371843428,   2.643414098e-07,    0.001713006349
          0,           0,          56,      -1.485034314,      -3.690019348,      -4.261303239,      -6.986788881,      0.9581301821,     0.02004227067,      0.5372239974,   2.643632521e-07,    0.001713126876
          0,           0,          57,      -1.529513487,      -3.732974482,      -4.305722124,      -7.029589723,      0.9581320591,     0.02004239993,      0.5372543867,   2.643743186e-07,    0.001713220945
          0,           0,          58,      -1.575743859,      -3.779929612,      -4.351665325,       -7.07513721,      0.9581246074,     0.02004252887,      0.5372773342,   2.643747138e-07,    0.001713293736
          0,           0,          59,      -1.623779721,      -3.831134742,      -4.400405941,      -7.123560983,       0.958112256,     0.02004265785,      0.5372945374,   2.643668642e-07,    0.001713349955
          0,           0,          60,      -1.673430647,       -3.88642345,      -4.452569526,      -7.174538303,      0.9580975502,     0.02004278887,      0.5373073653,   2.643542536e-07,    0.001713393308
          0,           0,          61,      -1.724327578,      -3.945359889,      -4.508226647,      -7.227488451,      0.9580817469,     0.02004292472,      0.5373167951,   2.643403064e-07,    0.001713426384
          0,           0,          62,      -1.775988204,       -4.00734457,      -4.567088325,      -7.281681125,      0.9580654008,     0.02004306792,      0.5373234536,   2.643276401e-07,    0.001713450815
          0,           0,          63,      -1.827869912,      -4.071667155,      -4.628630352,      -7.336257799,       0.958048828,     0.02004321991,      0.5373277168,    2.64317743e-07,    0.001713467594
          0,           0,          64,      -1.879406678,      -4.137509666,      -4.692098329,      -7.390243352,      0.9580323948,     0.02004338068,      0.5373298243,   2.643110177e-07,    0.001713477397
          0,           0,          65,      -1.930035024,      -4.203915831,      -4.756468118,      -7.442631191,      0.9580166327,     0.02004354865,      0.5373299786,   2.643070589e-07,     0.00171348086
          0,           0,          66,      -1.979219889,      -4.269753014,      -4.820485296,      -7.492551039,      0.9580022202,     0.02004372097,      0.5373284107,    2.64305025e-07,    0.001713478733
          0,           0,          67,      -2.026490656,      -4.333704917,      -4.882845711,      -7.539435771,      0.9579898853,     0.02004389397,      0.5373254086,   2.643039839e-07,    0.001713471945
          0,           0,          68,      -2.071490073,      -4.394345344,      -4.942442905,      -7.583084864,      0.9579802832,     0.02004406367,      0.5373213146,   2.643031636e-07,    0.001713461572
          0,           0,          69,      -2.114027166,      -4.450339086,      -4.998519888,      -7.623605362,      0.9579738907,     0.02004422623,      0.5373165019,   2.643020796e-07,    0.001713448762
          0,           0,          70,      -2.154115799,      -4.500762183,      -5.050640699,      -7.661307686,      0.9579709423,     0.02004437828,      0.5373113424,   2.643005531e-07,    0.001713434636
          0,           0,          71,      -2.191980015,      -4.545426535,      -5.098581997,       -7.69663974,      0.9579714146,     0.02004451713,      0.5373061754,   2.642986512e-07,    0.001713420206
          0,           0,          72,      -2.228018351,      -4.585019729,      -5.142318895,      -7.730169047,      0.9579750524,      0.0200446408,      0.5373012844,   2.642965889e-07,    0.001713406316
          0,           0,          73,      -2.262735806,      -4.620946932,      -5.182144447,      -7.762563249,      0.9579814242,     0.02004474804,      0.5372968848,   2.642946282e-07,     0.00171339361
          0,           0,          74,      -2.296663738,      -4.654952589,      -5.218780545,      -7.794528867,      0.9579899894,     0.02004483827,      0.5372931217,   2.642929967e-07,    0.001713382535
          0,           0,          75,      -2.330288067,      -4.688717665,      -5.253323391,      -7.826716621,      0.9580001637,     0.02004491144,      0.5372900763,   2.642918389e-07,    0.001713373359
          0,           0,          76,      -2.363997809,      -4.723580111,      -5.287022813,       -7.85963117,      0.9580113731,     0.02004496802,      0.5372877767,   2.642912003e-07,    0.001713366202
          0,           0,          77,      -2.398055981,      -4.760405548,      -5.321025088,      -7.893575194,      0.9580230909,     0.02004500883,      0.5372862112,    2.64291038e-07,    0.001713361073
          0,           0,          78,      -2.432589022,      -4.799557706,      -5.356195577,      -7.928632808,      0.9580348593,     0.02004503509,      0.5372853398,   2.642912481e-07,    0.001713357899
          0,           0,          79,      -2.467589979,      -4.840907624,       -5.39304487,      -7.964680977,      0.9580462962,     0.02004504822,      0.5372851039,   2.642916994e-07,    0.001713356551
          0,           0,          80,      -2.502932699,      -4.883847267,      -5.431718924,      -8.001417403,      0.9580570939,     0.02004504988,      0.5372854332,   2.642922637e-07,     0.00171335686
          0,           0,          81,      -2.538396793,      -4.927311423,      -5.472010873,      -8.038402345,       0.958067013,     0.02004504185,        0.53728625,    2.64292838e-07,     0.00171335863
          0,           0,          82,      -2.573704263,      -4.969850357,       -5.51338174,      -8.075119098,      0.9580758752,     0.02004502597,      0.5372874719,   2.642933558e-07,    0.001713361642
          0,           0,          83,      -2.608567485,      -5.009819113,      -5.555006405,      -8.111056371,      0.9580835571,     0.02004500403,      0.5372890139,   2.642937875e-07,    0.001713365664
          0,           0,          84,      -2.642744629,      -5.045722622,      -5.595872324,      -8.145804768,      0.9580899861,     0.02004497777,      0.5372907905,   2.642941335e-07,    0.001713370455
          0,           0,          85,      -2.676093649,      -5.076650095,      -5.634945307,      -8.179145765,       0.958095137,     0.02004494873,      0.5372927176,   2.642944129e-07,    0.001713375772
          0,           0,          86,      -2.708612497,      -5.102602239,      -5.671381745,      -8.211105744,      0.9580990288,     0.02004491827,      0.5372947157,   2.642946513e-07,    0.001713381381
          0,           0,          87,      -2.740454167,      -5.124511516,      -5.704727412,      -8.241956944,      0.9581017207,     0.02004488754,      0.5372967125,   2.642948713e-07,    0.001713387067
          0,           0,          88,      -2.771911746,      -5.143941348,      -5.735029765,      -8.272167373,      0.9581033063,     0.02004485743,      0.5372986456,   2.642950864e-07,    0.001713392639
          0,           0,          89,       -2.80337806,       -5.16265272,      -5.762822641,      -8.302319947,      0.9581039064,     0.02004482861,      0.5373004646,   2.642952989e-07,     0.00171339794
          0,           0,          90,      -2.835291898,      -5.182250849,       -5.78900065,      -8.333026945,        0.95810366,     0.02004480154,      0.5373021319,   2.642955018e-07,    0.001713402851
          0,           0,          91,      -2.868084632,      -5.204002347,      -5.814642422,      -8.364859374,      0.9581027154,     0.02004477654,      0.5373036233,   2.642956824e-07,     0.00171340729
          0,           0,          92,      -2.902137523,      -5.228797398,      -5.840843624,      -8.398299551,       0.958101221,     0.02004475375,      0.5373049263,   2.642958264e-07,     0.00171341121
          0,           0,          93,      -2.937754198,       -5.25719177,      -5.868595005,      -8.433716021,      0.9580993175,     0.02004473323,      0.5373060389,   2.642959221e-07,    0.001713414595
          0,           0,          94,      -2.975147624,      -5.289475669,      -5.898712453,      -8.471355594,      0.9580971327,     0.02004471499,      0.5373069671,    2.64295963e-07,    0.001713417456
          0,           0,          95,      -3.014438118,      -5.325740646,      -5.931809391,      -8.511346436,      0.9580947774,     0.02004469895,      0.5373077229,   2.642959483e-07,    0.001713419819
          0,           0,          96,      -3.055658204,      -5.365933434,      -5.968297183,      -8.553706961,      0.9580923438,     0.02004468505,      0.5373083213,   2.642958831e-07,    0.001713421723
          0,           0,          97,      -3.098760681,      -5.409894495,      -6.008399869,      -8.598356862,      0.9580899064,     0.02004467318,      0.5373087794,   2.642957762e-07,    0.001713423213
          0,           0,          98,      -3.143627368,      -5.457382182,      -6.052172893,      -8.645127778,      0.9580875227,     0.02004466323,      0.5373091141,   2.642956391e-07,    0.001713424337
          0,           0,          99,      -3.190077044,      -5.508083738,       -6.09951863,      -8.693772136,      0.9580852363,      0.0200446551,      0.5373093418,   2.642954833e-07,    0.001713425138
          0,           0,         100,      -3.237871972,      -5.561613594,      -6.150193985,      -8.743969628,       0.958083079,     0.02004464866,      0.5373094774,   2.642953194e-07,     0.00171342566
          0,           0,         101,      -3.286723078,      -5.617498778,      -6.203807112,      -8.795331534,      0.9580810732,     0.02004464379,      0.5373095345,   2.642951558e-07,    0.001713425941
          0,           0,         102,      -3.336294492,      -5.675151453,      -6.259802173,       -8.84740409,      0.9580792345,     0.02004464034,      0.5373095253,   2.642949988e-07,    0.001713426016
          0,           0,         103,      -3.386208746,      -5.733830968,      -6.317433988,       -8.89967319,      0.9580775725,     0.02004463817,      0.5373094606,   2.642948523e-07,    0.001713425918
          0,           0,         104,      -3.436054538,      -5.792603997,      -6.375740152,      -8.951574066,      0.9580760927,     0.02004463713,      0.5373093505,   2.642947182e-07,    0.001713425676
          0,           0,         105,      -3.485399357,      -5.850322532,      -6.433528146,       -9.00251078,      0.9580747966,     0.02004463706,      0.5373092039,   2.642945973e-07,    0.001713425316
          0,           0,         106,      -3.533809174,      -5.905653655,        -6.4894078,      -9.051890314,      0.9580736824,      0.0200446378,      0.5373090292,   2.642944893e-07,    0.001713424865
          0,           0,         107,      -3.580876235,      -5.957201139,      -6.541906406,      -9.099173368,      0.9580727454,     0.02004463921,      0.5373088341,   2.642943938e-07,    0.001713424343
          0,           0,         108,      -3.626253629,      -6.003736143,      -6.589686328,      -9.143937669,      0.9580719782,     0.02004464115,      0.5373086257,   2.642943098e-07,    0.001713423774
          0,           0,         109,      -3.669691986,      -6.044489321,      -6.631828866,      -9.185941191,       0.958071371,     0.02004464346,      0.5373084102,   2.642942367e-07,    0.001713423175
          0,           0,         110,      -3.711070688,      -6.079381573,      -6.668075965,      -9.225166666,      0.9580709117,     0.02004464605,      0.5373081933,   2.642941738e-07,    0.001713422565
          0,           0,         111,      -3.750415199,      -6.109064152,      -6.698903012,      -9.261830683,       0.958070587,      0.0200446488,      0.5373079797,   2.642941205e-07,    0.001713421957
          0,           0,         112,      -3.787894709,      -6.134739432,      -6.725377637,      -9.296351679,      0.9580703822,     0.02004465163,      0.5373077734,   2.642940761e-07,    0.001713421363
          0,           0,         113,      -3.823799656,      -6.157861174,      -6.748882382,      -9.329285932,      0.9580702823,     0.02004465446,      0.5373075775,   2.642940402e-07,    0.001713420795
          0,           0,         114,       -3.85850439,      -6.179854053,      -6.770833911,      -9.361250482,      0.9580702719,     0.02004465723,      0.5373073945,   2.642940119e-07,     0.00171342026
          0,           0,         115,      -3.892423743,      -6.201935989,      -6.792490222,      -9.392852235,      0.9580703364,     0.02004465991,      0.5373072258,   2.642939907e-07,    0.001713419763
          0,           0,         116,      -3.925972152,      -6.225049515,      -6.814863489,      -9.424635452,      0.9580704614,     0.02004466245,      0.5373070726,   2.642939758e-07,    0.001713419308
          0,           0,         117,      -3.959531338,      -6.249867103,      -6.838710192,      -9.457050991,       0.958070634,     0.02004466484,       0.537306935,   2.642939665e-07,    0.001713418896
          0,           0,         118,      -3.993428922,      -6.276831595,      -6.864561467,       -9.49044432,      0.9580708422,     0.02004466706,      0.5373068131,   2.642939618e-07,    0.001713418529
          0,           0,         119,      -4.027927488,      -6.306205529,      -6.892766398,      -9.525056818,      0.9580710756,      0.0200446691,      0.5373067064,   2.642939611e-07,    0.001713418205
          0,           0,         120,      -4.063221959,      -6.338116294,      -6.923533738,      -9.561034865,      0.9580713249,     0.02004467097,      0.5373066141,   2.642939637e-07,    0.001713417922
          0,           0,         121,      -4.099442738,       -6.37259264,      -6.956966639,      -9.598442505,      0.9580715825,     0.02004467266,      0.5373065353,    2.64293969e-07,    0.001713417679
          0,           0,         122,      -4.136662293,      -6.409592357,      -6.993089294,      -9.637275099,      0.9580718418,     0.02004467419,      0.5373064689,   2.642939763e-07,    0.001713417472
          0,           0,         123,      -4.174903396,      -6.449022515,      -7.031866352,      -9.677472454,      0.9580720976,     0.02004467555,      0.5373064137,   2.642939852e-07,    0.001713417299
          0,           0,         124,      -4.214147813,      -6.490753967,      -7.073216508,       -9.71893078,      0.9580723458,     0.02004467675,      0.5373063686,   2.642939952e-07,    0.001713417155
          0,           0,         125,      -4.254344592,      -6.534631521,      -7.117021527,      -9.761513151,      0.9580725832,     0.02004467781,      0.5373063324,    2.64294006e-07,    0.001713417039
          0,           0,         126,      -4.295417439,      -6.580480762,      -7.163131703,      -9.805058424,      0.9580728075,     0.02004467873,      0.5373063041,   2.642940171e-07,    0.001713416946
          0,           0,         127,      -4.337270794,      -6.628112063,      -7.211368464,       -9.84938852,      0.9580730172,     0.02004467953,      0.5373062825,   2.642940283e-07,    0.001713416874
          0,           0,         128,      -4.379794393,      -6.677321934,      -7.261524487,      -9.894314035,      0.9580732113,     0.02004468021,      0.5373062669,   2.642940393e-07,     0.00171341682
          0,           0,         129,      -4.422866154,      -6.727891533,      -7.313361558,      -9.939638126,      0.9580733893,     0.02004468078,      0.5373062562,     2.6429405e-07,    0.001713416781
          0,           0,         130,      -4.466353433,      -6.779582045,      -7.366606118,      -9.985158738,      0.9580735511,     0.02004468126,      0.5373062499,   2.642940601e-07,    0.001713416756
          0,           0,         131,      -4.510112811,      -6.832126601,      -7.420942514,       -10.0306694,      0.9580736969,     0.02004468165,      0.5373062471,   2.642940696e-07,    0.001713416742
          0,           0,         132,      -4.553988823,      -6.885218803,      -7.476004163,      -10.07595907,      0.9580738273,     0.02004468195,      0.5373062474,   2.642940783e-07,    0.001713416738
          0,           0,         133,       -4.59781228,      -6.938498651,      -7.531363507,      -10.12081196,      0.9580739428,     0.02004468219,      0.5373062501,   2.642940862e-07,    0.001713416741
          0,           0,         134,       -4.64139906,      -6.991538104,      -7.586522907,      -10.16500819,      0.9580740441,     0.02004468236,       0.537306255,   2.642940932e-07,    0.001713416752
          0,           0,         135,      -4.684550428,      -7.043830497,      -7.640910413,      -10.20832674,      0.9580741322,     0.02004468248,      0.5373062614,   2.642940995e-07,    0.001713416767
          0,           0,         136,      -4.727055972,      -7.094790475,      -7.693886415,      -10.25055145,       0.958074208,     0.02004468255,      0.5373062692,    2.64294105e-07,    0.001713416787
          0,           0,         137,      -4.768700063,       -7.14377275,       -7.74476837,      -10.29148075,      0.9580742723,     0.02004468258,       0.537306278,   2.642941098e-07,    0.001713416811
          0,           0,         138,      -4.809272231,      -7.190117053,      -7.792879312,      -10.33094057,       0.958074326,     0.02004468258,      0.5373062876,   2.642941139e-07,    0.001713416837
          0,           0,         139,      -4.848581027,       -7.23322057,      -7.837619655,      -10.36879891,      0.9580743702,     0.02004468254,      0.5373062976,   2.642941174e-07,    0.001713416865
          0,           0,         140,       -4.88646991,      -7.272627577,      -7.878551136,      -10.40497965,      0.9580744057,     0.02004468249,       0.537306308,   2.642941204e-07,    0.001713416894
          0,           0,         141,      -4.922832727,      -7.308113006,      -7.915470806,      -10.43947256,      0.9580744335,     0.02004468241,      0.5373063185,   2.642941228e-07,    0.001713416923
          0,           0,         142,       -4.95762585,      -7.339731086,      -7.948449648,       -10.4723371,      0.9580744543,     0.02004468231,      0.5373063289,   2.642941248e-07,    0.001713416953
          0,           0,         143,      -4.990874356,      -7.367809465,      -7.977820344,      -10.50369868,      0.9580744689,     0.02004468221,      0.5373063393,   2.642941264e-07,    0.001713416983
          0,           0,         144,      -5.022670713,      -7.392890263,      -8.004117635,      -10.53373794,      0.9580744783,      0.0200446821,      0.5373063494,   2.642941276e-07,    0.001713417012
          0,           0,         145,      -5.053166123,      -7.415639774,      -8.027992081,        -10.562675,       0.958074483,     0.02004468198,      0.5373063592,   2.642941285e-07,    0.001713417041
          0,           0,         146,      -5.082556235,      -7.436755726,      -8.050123185,      -10.59075165,      0.9580744837,     0.02004468185,      0.5373063686,   2.642941292e-07,    0.001713417068
          0,           0,         147,      -5.111063928,      -7.456894063,      -8.071151047,      -10.61821402,       0.958074481,     0.02004468173,      0.5373063775,   2.642941296e-07,    0.001713417095
          0,           0,         148,      -5.138921996,      -7.476624014,      -8.091634041,      -10.64529816,      0.9580744755,      0.0200446816,       0.537306386,   2.642941297e-07,     0.00171341712
          0,           0,         149,      -5.166358003,      -7.496409314,      -8.112030428,      -10.67221925,      0.9580744677,     0.02004468148,       0.537306394,   2.642941298e-07,    0.001713417144
          0,           0,         150,      -5.193582599,      -7.516608084,      -8.132697384,      -10.69916491,      0.9580744581,     0.02004468135,      0.5373064015,   2.642941296e-07,    0.001713417166
          0,           0,         151,      -5.220781694,      -7.537483386,      -8.153900147,       -10.7262919,      0.9580744469,     0.02004468124,      0.5373064085,   2.642941293e-07,    0.001713417187
          0,           0,         152,      -5.248112169,      -7.559218291,      -8.175825408,      -10.75372552,      0.9580744347,     0.02004468112,       0.537306415,    2.64294129e-07,    0.001713417206
          0,           0,         153,      -5.275700404,       -7.58193148,      -8.198595958,      -10.78156087,      0.9580744217,     0.02004468101,       0.537306421,   2.642941285e-07,    0.001713417224
          0,           0,         154,      -5.303642857,      -7.605691397,      -8.222283962,      -10.80986516,      0.9580744082,      0.0200446809,      0.5373064266,    2.64294128e-07,    0.001713417241
          0,           0,         155,      -5.332007914,      -7.630528109,      -8.246922578,      -10.83868052,      0.9580743944,      0.0200446808,      0.5373064316,   2.642941274e-07,    0.001713417256
          0,           0,         156,      -5.360838437,      -7.656442742,      -8.272515339,      -10.86802694,      0.9580743804,      0.0200446807,      0.5373064363,   2.642941268e-07,     0.00171341727
          0,           0,         157,      -5.390154608,      -7.683414793,      -8.299043604,      -10.89790514,      0.9580743666,     0.02004468061,      0.5373064405,   2.642941262e-07,    0.001713417283
          0,           0,         158,      -5.419956781,      -7.711407656,      -8.326472544,      -10.92829924,       0.958074353,     0.02004468052,      0.5373064444,   2.642941256e-07,    0.001713417295
          0,           0,         159,      -5.450228265,      -7.740372725,      -8.354755591,      -10.95917915,      0.9580743397,     0.02004468044,      0.5373064478,    2.64294125e-07,    0.001713417306
          0,           0,         160,      -5.480937947,      -7.770252517,      -8.383838157,      -10.99050288,      0.9580743268,     0.02004468036,       0.537306451,   2.642941244e-07,    0.001713417315
          0,           0,         161,      -5.512042782,      -7.800983016,      -8.413660473,      -11.02221874,      0.9580743144,     0.02004468029,      0.5373064539,   2.642941238e-07,    0.001713417324
          0,           0,         162,      -5.543490263,      -7.832495619,      -8.444159928,      -11.05426746,      0.9580743025,     0.02004468022,      0.5373064564,   2.642941232e-07,    0.001713417332
          0,           0,         163,      -5.575220819,       -7.86471874,      -8.475273229,      -11.08658437,      0.9580742912,     0.02004468015,      0.5373064587,   2.642941226e-07,    0.001713417339
          0,           0,         164,      -5.607170251,      -7.897579329,      -8.506938125,      -11.11910178,      0.9580742805,     0.02004468009,      0.5373064608,   2.642941221e-07,    0.001713417345
